#Ch. # 	 t 	 E(t) 	 A_0 	 E(A_0) 	 t_p 	 E(t_p) 	 k3 	 E(k3) 	 k4 	 E(k4) 	 k5 	 E(k5) 	 k6 	 E(k6) 	 Chi2/DOF
0	5.042449436	0.008718757516	88653.63018	423.9059533	2.234734331	0.01036369894	0.9150505107	0.02390906126	1.196717136	0.02905374592	0.139038399	0.01858355092	0.1349662148	0.01772952858	9.392679144
1	5.090997949	0.008575892715	76648.02271	468.2245752	1.988275738	0.006441906394	0.1332282153	0.002466515712	0.1406101083	0.002623882301	-0.1636513393	9.491423108e-07	-0.1636507007	9.498045732e-07	9.716472084
2	4.992643158	0.01352140722	59307.73935	22912.44901	2.385598876	0.02610091684	1.236288047	0.017454849	3.834886632	0.8039224624	13.08867846	2.886705604	3.835115829	0.8030783956	8.70297602
3	5.039549873	0.008889841824	77621.74735	465.0339319	2.074620358	0.0101982341	0.4333233694	0.0258459248	0.4933494501	0.03060785132	0.05595018101	0.002555424583	0.04759487315	0.002099671316	4.982619224
4	5.043038881	0.008514376433	87256.23754	2875.377435	2.223106491	0.02236294501	0.9494972385	0.06049604889	1.194079852	0.1253535131	0.07140600083	0.004687540557	0.06928211424	0.004520167314	6.558683521
5	5.026705725	0.008668418865	89029.89296	425.056607	2.160610834	0.01012694162	1.087609682	0.02187453854	1.391805265	0.02844330492	0.0886201961	0.005665923212	0.09061600967	0.005812040281	7.655095339
6	5.058541095	0.008522541294	89568.04356	422.765583	2.208065294	0.009942307931	1.133811111	0.02527650385	1.429456409	0.03125824271	0.05542186971	0.003031789733	0.05758273464	0.00314712293	8.092131917
7	5.044022405	0.008946330702	77956.42534	499.5968182	2.070499864	0.01057922038	0.4564193547	0.03244797565	0.5162990784	0.03824654966	0.0705372661	0.003416621474	0.06226223861	0.002837027142	4.455547673
8	5.057333712	0.008027817964	89265.98075	825.3819519	2.219808769	0.009277716366	1.096207473	0.01998799982	1.397169769	0.02759753194	0.06832152392	0.01231882927	0.06786961377	0.01223647545	6.449006171
9	5.041844147	0.008449395995	88972.92819	231.2712706	2.135245436	0.009264012513	1.097922019	0.01673221358	1.405868437	0.02388110508	0.01005226491	0.01036517629	0.01020234603	0.01040234826	8.321206457
10	5.043884357	0.008247403343	89168.16428	606.3671968	2.205336317	0.008784733548	1.025444418	0.01480568558	1.311103345	0.0223783911	0.05779419544	0.006332167824	0.05712064074	0.006277221697	8.460363796
11	5.10083964	0.008613231297	76546.14299	458.0734721	2.00851512	0.006208169978	0.04011162058	0.004753363009	0.05486325547	0.004600696361	0.04010926053	0.004768009778	0.03171049309	0.00510264201	15.38660987
12	5.054086798	0.009148519047	89157.75998	2356.9567	2.181736989	0.0114384548	1.369748047	0.04993787187	1.685498649	0.05664759201	0.0466317721	0.001307867212	0.05420829372	0.001498780371	6.671603497
13	5.082391062	0.008440094596	76210.5105	454.1472414	2.025102932	0.006275373091	0.03513741367	0.0009799283077	0.05317082616	0.0006626586166	0.03521813828	0.0009823098141	0.02525807805	0.0005778985898	8.045902161
14	5.039007863	0.00880910974	89140.9511	399.1282521	2.207092664	0.01026281868	1.112421126	0.0235548459	1.408242432	0.02949062786	0.08073853864	0.0037143269	0.08331477779	0.003851643388	10.03990697
15	5.031041939	0.009093305835	82260.60365	1150.287587	2.149027374	0.01608797655	0.6888060069	0.04285826554	0.8305925906	0.06615384958	0.06949007288	0.002518303438	0.06243730486	0.002184172692	3.378177054
16	5.047140749	0.009018263663	80304.8836	694.0501454	2.153430303	0.0131000582	0.5721564143	0.03271414253	0.6658544445	0.04451547713	0.06514317771	0.002631395053	0.05905109442	0.002310099219	6.142982332
17	5.024287123	0.008510208316	88295.85207	4224.36441	2.195324889	0.02106443871	0.9350923787	0.05012066213	1.217774907	0.1112976073	0.0899771694	0.004695844237	0.08590704861	0.004399498458	6.276282769
18	5.029219596	0.009210098022	80085.93419	667.6823816	2.167173365	0.01264734221	0.5555098199	0.03357797381	0.6404546737	0.04427761319	0.06686572338	0.003020302816	0.06049371165	0.002638637787	4.217777604
19	5.055073857	0.00811386884	88634.92284	191.8589046	2.159245742	0.009289672395	1.044686992	0.01538748925	1.346624828	0.02239868312	-0.006148763391	0.007561585679	-0.005938095759	0.007599411728	11.81319272
20	5.020101987	0.009201672414	82961.98385	1632.538419	2.18832674	0.01831800269	0.7459237999	0.05198578627	0.9154509753	0.0856142095	0.1012426865	0.004152310213	0.0931897299	0.003617987536	6.983597383
21	5.106255163	0.009097127153	74988.40827	461.4019516	1.977886046	0.00690513746	0.1064893468	0.00634614311	0.08685657523	0.004286444413	0.0638241926	0.002648502919	0.0868447397	0.004293728659	9.829320715
22	5.040663012	0.008757919831	77766.61948	555.9893431	2.131413363	0.01089138766	0.5145349086	0.03365297068	0.5822889292	0.04089985061	0.09849626712	0.004860258881	0.09128964584	0.004246077019	8.521652708
23	5.099792977	0.00896831361	74772.58609	457.7341801	1.983944789	0.006940116925	0.1159227419	0.005644584317	0.09004860784	0.003633859676	0.06126023524	0.00212190235	0.09003962573	0.003635680069	8.494286081
24	5.054449786	0.008413725937	87894.26124	130.854464	2.173922255	0.009044315825	1.072282836	0.01351039531	1.370773115	0.02035331704	-0.00549746104	0.01065710613	-0.005391873958	0.01068351451	10.29532486
25	4.997971247	0.01122741833	57945.61342	19674.57218	2.289661405	0.02339672131	1.257537106	0.01497810781	3.699450543	0.6775753524	12.04165354	2.305576891	3.698990618	0.6715528719	8.640463517
26	5.053534994	0.008905555142	88463.17196	933.5567701	2.170334365	0.01075819174	1.241488663	0.03467757563	1.548252122	0.04089697738	0.04561443657	0.001605212561	0.05080817854	0.001768146246	4.932159605
27	5.027690943	0.00852641739	82517.88993	1273.273853	2.165777757	0.01645172383	0.8106556225	0.03467349786	1.00161789	0.0629895081	0.03350786373	0.002184992545	0.03009933019	0.002029116997	4.23865719
28	5.022018475	0.008786993978	87817.87687	2832.380735	2.219462863	0.02436172648	0.8069355361	0.05395394644	1.06253352	0.1153161616	0.06224040929	0.002040883403	0.05353910887	0.001718050356	2.992983705
29	5.017012689	0.009216534747	79993.74903	1118.840307	2.15220425	0.01542779014	0.7023179629	0.03553455598	0.8431810089	0.0575325838	0.03449354026	0.002389891011	0.03020252382	0.002173111787	2.750291521
30	5.05378401	0.008770185907	76577.79794	456.0373286	2.059307532	0.009582496757	0.3941828142	0.02771357563	0.4410063319	0.03135988242	0.05576573635	0.003158687665	0.04867154926	0.002652996728	2.897536191
31	5.040707852	0.008880392446	78562.70973	561.1093242	2.112749129	0.01063543097	0.4771179804	0.03239390235	0.5592161676	0.03969865557	0.1024015635	0.003384002855	0.0866706753	0.002468158753	6.514011915
32	5.034890107	0.008695630472	78279.52577	519.5782897	2.101596272	0.01109608912	0.483672832	0.02733063912	0.5654583189	0.03437279814	0.06448083882	0.002795868891	0.05512659288	0.002278885828	5.529962317
33	5.019967378	0.008956534066	80887.16431	967.4298324	2.153253267	0.0140958888	0.6148480417	0.04033653135	0.7387200187	0.05830851489	0.07266475382	0.002456593932	0.06156413214	0.001969133526	3.647081644
34	5.040621342	0.008157531282	88600.94549	495.5536402	2.157871018	0.009604487961	0.7357685181	0.2070991069	1.149026982	0.02302458601	0.735777944	0.2070878762	0.6081809423	0.01655238477	6.994398667
35	5.030588419	0.008817153231	87707.0306	3140.958983	2.177176673	0.02089754603	1.072422416	0.07087252241	1.355514568	0.150987079	0.05476274012	0.008155296607	0.05569425008	0.008281015223	7.926257499
36	5.049256806	0.008488180126	88488.91855	350.7760907	2.129881259	0.009568527818	1.124935703	0.02025057655	1.432618842	0.0273308099	0.03419836727	0.005370509477	0.03498054055	0.00544963926	11.75201101
37	5.032717878	0.008837812065	80364.73334	850.4999769	2.134184528	0.01319823922	0.5623303665	0.03850260273	0.6808375826	0.05331928723	0.1064690398	0.003438707877	0.0907184956	0.0025758625	5.138170261
38	5.043113863	0.008088539259	88860.57476	249.2457977	2.152626157	0.009507344047	1.074124665	0.01700324489	1.383051603	0.02393272017	0.03306204786	0.006697631249	0.03341441195	0.006739423526	9.462902232
39	5.045093648	0.007711780179	82469.26966	455.2966489	2.133874214	0.007655088052	0.4480911143	0.00474816462	0.677736202	0.006939188392	0.4476594584	0.004741734804	0.3386207559	0.002337348996	11.39692779
40	5.018649934	0.009061979002	78166.93568	475.1842824	2.123773825	0.009005981112	0.2496891666	0.00503399409	0.3699103084	0.009756044081	0.2489414927	0.005004999984	0.1780486449	0.003445536343	8.949937787
41	4.529095441	0.009626285972	76586.71133	436.4750376	2.285309717	0.009190752164	0.2537004393	0.005080862954	0.3687050244	0.009557956876	0.2536435765	0.005079459423	0.1809020645	0.003384251533	7.241341701
42	5.030788224	0.008863604058	80563.45582	516.2029939	2.127764276	0.01064492264	0.5617538098	0.02495462597	0.6459641391	0.03193865637	0.05906140024	0.003536735831	0.05437184631	0.003211130969	4.99413228
43	4.569887396	0.009449378137	75693.97952	441.9804161	2.201016328	0.007241743326	0.02535935969	0.002683736671	0.04522797128	0.002894370781	0.02539854515	0.002693630745	0.01519291201	0.002746195673	3.356847359
44	5.024178415	0.008109384836	82750.57052	475.8208264	2.156221965	0.009033105332	0.5169740016	0.008040988121	0.729723542	0.009452473554	0.5166967267	0.008031606551	0.4251142524	0.00405038879	6.564826167
45	4.513972502	0.009572500375	79879.94898	925.8333911	2.328479338	0.01514595735	0.624236321	0.0416110415	0.7362491535	0.05803297497	0.1129411212	0.006484791315	0.1060134523	0.00576573033	5.840131841
46	5.028618942	0.008620434725	82548.49388	804.7149547	2.147824311	0.01210543306	0.7597092924	0.03255849659	0.8775818699	0.04745198522	0.01723080541	0.004251602656	0.01751382984	0.004278229783	10.64379307
47	4.503497933	0.0097378952	83405.28879	2073.237992	2.356198221	0.02125913058	0.7877534572	0.05671527683	0.9639664163	0.09908519256	0.07028274099	0.003379513331	0.06497514697	0.003053672684	3.248463438
48	5.103992938	0.008995688243	78095.78118	464.7430224	1.988545518	0.0064112315	-0.08878795386	1.106975678e-06	0.05258123705	0.003023207867	0.04822104409	0.002867725691	-0.08880640252	1.129735524e-06	8.762455184
49	4.515453048	0.008591399189	78463.09607	416.950838	2.312673234	0.007989800714	0.3506913609	0.004007489719	0.5016608454	0.00489376925	0.3506289055	0.004006515891	0.270179763	0.001960980253	7.244407854
50	5.021545245	0.009115526265	90385.99612	1350.332631	2.221017426	0.01082074015	1.119680507	0.02502388181	1.419968514	0.03094982028	0.03792758743	0.001805973292	0.04065571442	0.001906677348	6.883582615
51	5.046021099	0.009002436572	87720.23429	1360.220826	2.208306292	0.01083218689	1.144558308	0.02725693665	1.440984372	0.03312327848	0.06168443267	0.002004871559	0.06561608119	0.002142472275	6.300141644
52	5.013656627	0.009261840239	81043.22763	630.1140423	2.181198698	0.01221295887	0.5096092079	0.02794248946	0.5979826878	0.03723387652	0.04598035273	0.002263472484	0.03807797076	0.001890466695	1.685403203
53	5.091416748	0.009185890351	77454.76287	449.595109	2.041419241	0.00703463114	0.124732586	0.004938397749	0.09919411129	0.003004260253	0.06710221735	0.001565745428	0.09918630182	0.003010263361	6.510476457
54	5.020566501	0.008765401156	81050.48235	564.2827314	2.183777283	0.0106836303	0.4810121206	0.09298484534	0.6368813601	0.02982644724	0.4810004574	0.09299434893	0.4119949188	0.01953993607	5.8490585
55	5.03561992	0.009036712545	89053.9747	1322.060394	2.20938483	0.01101766598	1.150672979	0.0259989988	1.450011677	0.03130569386	0.05192650273	0.00162638439	0.05642689635	0.00176460891	5.685828805
56	5.04583992	0.009100862778	90837.63202	1092.266004	2.189546189	0.01083055979	1.220469361	0.02897183718	1.520126483	0.03412182276	0.03104180668	0.001288241025	0.03586917672	0.001420074943	4.657546699
57	5.093950751	0.008948588907	77010.6839	443.6538983	2.044586574	0.006728691327	0.1141073406	0.005011888834	0.09125384062	0.003087595957	0.06127219356	0.001611879967	0.09124794281	0.003093273442	5.972405414
58	5.02304516	0.00906279139	80585.9453	538.0794667	2.171547405	0.0109722894	0.4501418572	0.02297780822	0.5264130239	0.02946394694	0.0416336502	0.002043933702	0.03278483861	0.001658871322	1.228359027
59	5.007577537	0.00895272501	81737.09677	637.4168703	2.221823698	0.01240641177	0.4701188259	0.05507507204	0.7016914369	0.02390503883	0.4701106956	0.05507437274	0.3714511917	0.009180228287	6.444120782
60	5.035652162	0.00889674998	82187.15144	1326.906768	2.181122152	0.01529012903	0.8516081109	0.03399242364	1.048443738	0.06252503713	0.03505305734	0.006439005159	0.03454255605	0.006367707831	5.004566392
61	5.028555762	0.008780630307	87578.4484	5552.161954	2.234213452	0.01052136543	0.9995148848	0.01728054399	1.284235499	0.02355906273	0.0554344677	0.003017056968	0.05733672255	0.00311560635	7.512711414
62	5.018365575	0.008934046313	77790.89274	500.1589048	2.174440971	0.01106563279	0.4393513417	0.07125470395	0.62409905	0.02133202867	0.439334252	0.07125583773	0.3538115951	0.01055693447	5.137020563
63	5.025304106	0.009193963855	78575.01298	593.5944362	2.170840965	0.01163925481	0.5143041919	0.0293500922	0.6011224914	0.0376776922	0.08670878079	0.00417809232	0.07849817058	0.003551172376	3.746543401
64	5.02932515	0.008504237473	76672.74428	447.1083424	2.152294264	0.009494114361	0.3266347405	0.06569437506	0.4643867514	0.01143820315	0.3266107571	0.06568339532	0.2511023899	0.004818864103	8.539459954
65	5.034835329	0.009387382671	88172.6913	3443.636303	2.203576437	0.01156725672	1.244509629	0.03650401187	1.551252114	0.04209358504	0.05916994755	0.001778053871	0.06515394892	0.0019657834	3.31909506
66	5.03391489	0.008701481504	76440.17953	427.9642012	2.133812927	0.009051911522	0.2633630925	0.004920890076	0.3975185997	0.009401109607	0.2633018632	0.004919340636	0.1856814853	0.00343113009	5.417121492
67	5.035094573	0.008814075705	76449.95379	454.9035134	2.138989171	0.009125649932	0.364177599	0.02304600316	0.4117711831	0.02579757421	0.08181731085	0.003875845279	0.07138682476	0.003059847123	4.176510947
68	5.026474409	0.007650110696	76900.88443	414.2654002	2.148187712	0.006449407551	0.3780805177	0.002468889397	0.5277558798	0.003197065624	0.3780043217	0.002468136823	0.3008260283	0.001446401079	8.764764543
69	5.01598682	0.008592195521	88305.65447	29191.31154	2.244001461	0.01147525181	0.9857266096	0.0198497886	1.278263468	0.03806018958	-0.04635012583	0.002366629733	-0.0463240925	0.002368480607	7.079068395
70	5.022943051	0.009087161518	79180.26437	538.061811	2.15321524	0.01088933124	0.4958155813	0.02844480012	0.5730241601	0.03455137237	0.1223840274	0.006340659124	0.1134165571	0.005411205094	3.295657103
71	5.031176175	0.01036783808	79162.30401	8114.619329	2.195818298	0.03991151343	0.9495258485	0.02383696721	1.389648226	0.3058601005	1.780940686	0.3889384501	1.390136744	0.4315694495	8.52358108
72	5.02464108	0.007049293847	81898.38264	432.8453651	2.176986935	0.005956461866	0.5077697157	0.00257488696	0.7122373051	0.00386088071	0.5076211614	0.002573571175	0.4197107296	0.001611639489	6.486757125
73	5.035481878	0.009238194223	78189.97432	513.3289077	2.154376302	0.01100430477	0.4884761597	0.02474111513	0.5609219132	0.03089886095	0.0750381289	0.003771712294	0.06863238904	0.003301865979	5.935256904
74	5.091090549	0.009039970933	77794.11806	459.8173132	2.03282209	0.006511957659	-0.1561808752	6.916372617e-08	0.07702775269	0.002585867684	0.06914446337	0.002349220365	-0.1561814369	6.916342195e-08	5.909057401
75	5.089144869	0.009006969069	76322.63684	454.1956863	2.051459574	0.007162151853	0.110661635	0.004791812709	0.08428783542	0.01084544779	0.0508219187	0.001404028734	0.08427950246	0.01108001383	2.798250426
76	5.020323141	0.008915148049	89881.69526	5154.55458	2.220777988	0.01071558449	1.012550633	0.0206493355	1.296684251	0.02683133321	0.05303931172	0.002239961077	0.05660375708	0.002383039015	7.524137266
77	5.020739811	0.008440244854	77940.37182	442.1565649	2.172723104	0.007950735439	0.2865731805	0.005239249685	0.4145515348	0.005393143705	0.2865135102	0.005237890322	0.2138748321	0.002148425084	5.068525207
78	5.035812417	0.007988145536	80645.93936	434.3552862	2.152040921	0.00764780656	0.4088438878	0.004392408879	0.5767647673	0.005250751496	0.4087727302	0.00439127817	0.3264640154	0.002326040863	7.2460098
79	5.028123525	0.008956040681	89015.67155	1396.205164	2.234533788	0.01080494586	0.9589379426	0.01994267417	1.234768836	0.02610553	0.05896900906	0.00183981724	0.06353070729	0.001992377112	7.103186339
80	5.081158189	0.009002490663	78396.61633	470.238156	2.017490057	0.006987409826	0.08817544719	0.008566350617	0.07413661762	0.01280565486	0.05084980354	0.002615952038	0.07407767948	0.01275099146	5.023337192
81	5.061303983	0.008897180412	75529.25758	451.721011	2.047205223	0.008441849461	0.2635329021	0.004755089745	0.3894895264	0.009138859468	0.2635226528	0.00475496151	0.1869283596	0.003175374544	5.401974065
82	5.039408842	0.00878652855	90758.4301	934.8561215	2.167146424	0.0105565475	1.142392553	0.03129332169	1.439533727	0.03786410639	0.04076250146	0.001537177798	0.0460778754	0.001703125418	2.97159768
83	5.031749989	0.008627346111	86524.22607	898.2679825	2.155318307	0.01042562641	1.035516753	0.02334859286	1.331889627	0.03015114199	0.06562335163	0.002750532061	0.06913394481	0.002909849272	7.858266426
84	5.033979316	0.008773925084	90236.88385	404.9566262	2.175620754	0.01006239408	1.056957178	0.02014682206	1.350384936	0.02668275098	0.03731436465	0.00223394852	0.03940446969	0.002329792137	5.102324142
85	5.022977859	0.009136404576	78706.44986	741.3783745	2.115868655	0.01320219356	0.5857470647	0.03509635665	0.6990711022	0.04836859916	0.1020367735	0.004066253927	0.09289487104	0.003449283649	4.98617917
86	5.037290954	0.008797110147	79950.25575	536.1730972	2.114408992	0.01013686679	0.451561962	0.02897774743	0.5269281889	0.03530747845	0.07105740711	0.002533619475	0.0569097775	0.00185821172	2.103039673
87	5.036298522	0.008278278997	86331.16662	338.9193735	2.147719644	0.009355314993	1.056384225	0.01470071117	1.362872863	0.0218207918	-0.05933474625	2.825941474e-05	-0.05931712545	2.827701685e-05	7.691599281
88	5.062640801	0.008899704463	78046.02379	463.1899301	2.047245971	0.007196660124	0.1126082275	0.007563102387	0.09367899337	0.004626681473	0.06486286792	0.002223756289	0.09368519671	0.004625632341	2.603721955
89	5.012992074	0.008925300867	78803.05571	698.7236558	2.141615654	0.0129263212	0.5984223875	0.026345162	0.7213758501	0.038692602	0.06177397031	0.002959436986	0.05524599504	0.002593397816	3.45064105
90	5.049992273	0.008744840035	88628.72588	812.3544451	2.169855712	0.01036303075	1.133374559	0.02709615837	1.429102439	0.03352387522	0.05251480892	0.002299346118	0.05622523691	0.002461359591	4.860115847
91	5.027213799	0.00812457491	78379.56489	433.4414238	2.112342838	0.007491770628	0.3779169231	0.004396620903	0.5148869148	0.004836991385	0.3778122008	0.004394770376	0.3020823807	0.00227442895	7.725669944
92	5.022090109	0.008851940593	88944.01099	3209.311854	2.204864254	0.01077135173	1.074308407	0.01928304224	1.375631001	0.02503026764	0.06656911808	0.003682712642	0.06888825766	0.003821258262	6.318196058
93	5.044507721	0.008814334172	89530.6776	620.1771016	2.139652532	0.01018333396	1.201578407	0.02945202793	1.509199289	0.03614465852	0.03895477279	0.001723026759	0.04219827546	0.001836546594	4.834765604
94	5.021855766	0.009298163131	78766.63139	630.9378771	2.149161867	0.01177028755	0.4729448411	0.03044956424	0.568233222	0.0395004559	0.07015165769	0.002486557089	0.05466337009	0.001776201689	1.598480625
95	5.028714503	0.008248260028	78678.27624	438.3366254	2.103429923	0.007287062082	0.3565108437	0.004369050845	0.4932601201	0.004833664862	0.3564116333	0.004367243162	0.2780406409	0.002168599118	5.663888753
96	5.058137104	0.008684770637	77444.61392	451.3814044	2.075918985	0.007254407095	0.1776520973	0.002927208648	0.2696730028	0.005523257187	0.1774665386	0.002926343478	0.1137486012	0.001755206694	4.493127087
97	5.006997556	0.009083529992	82948.56377	916.7504853	2.166921595	0.01425832637	0.7187046235	0.03358565586	0.874183884	0.05190258503	0.1066478769	0.005334560077	0.1005306095	0.004832816922	6.29738437
98	5.0327222	0.008640291389	88891.5172	473.945004	2.188540437	0.01002922722	1.023089518	0.01711988796	1.314368924	0.02384000301	0.02322230335	0.002406990114	0.02447814584	0.002474689543	4.344003538
99	5.023777476	0.008974032851	81902.84696	776.6592742	2.144076968	0.01371077521	0.6592555253	0.03100748764	0.7870435383	0.04591122819	0.06798086223	0.003045960285	0.06236358617	0.002723112689	2.542231506
100	5.001878306	0.009637477054	81383.73602	1313.872007	2.21488108	0.01759267063	0.6731084029	0.03919828699	0.8436876379	0.06541935399	0.1055499608	0.003631955642	0.09605462923	0.00308439064	4.564013812
101	5.028889376	0.008427087856	88117.57514	2029.934044	2.194384343	0.009869979581	1.023047392	0.01310261572	1.319759922	0.02012121532	-0.03304183963	0.002576891029	-0.03291137235	0.002586782083	9.484717179
102	5.029973305	0.008940715716	85079.08923	3176.325463	2.197357545	0.02333396401	0.9948759641	0.07557442399	1.242908077	0.1520746361	0.05806315005	0.004220354998	0.05995758909	0.004356510765	4.999687032
103	5.022119071	0.008321460432	88640.12846	475.2515762	2.191942218	0.009744683447	0.9806313306	0.0124552693	1.271497314	0.02095867002	-0.1987742404	2.028596526e-07	-0.1987740178	2.03650746e-07	10.74572478
104	5.055619071	0.008994419052	76274.93832	444.2299313	2.102353103	0.008082836288	0.219745921	0.00433068693	0.3191491092	0.007721370618	0.2196954086	0.004329381458	0.154903121	0.002940626424	5.12795106
105	5.040521355	0.008368595999	88493.2075	447.1909511	2.165954613	0.009444299834	1.077216288	0.01327140366	1.378016616	0.02050936522	-0.01362521847	0.009116886418	-0.0135452793	0.009137501303	8.339134571
106	5.027470382	0.008869204273	86982.48202	5633.697671	2.214028014	0.01056652814	1.022691498	0.01789275523	1.313423034	0.024140739	0.08146697689	0.008757487768	0.08293005551	0.008946605189	7.01738726
107	5.023376648	0.009025431581	88794.69499	433.878302	2.181935032	0.01040956299	1.076124107	0.02130712925	1.372947527	0.02768468562	0.02462892878	0.001682809013	0.02706405649	0.001773355862	4.930920738
108	5.082465588	0.008872338771	75738.5028	452.0412872	2.046860598	0.007216546917	0.1058593005	0.005909250287	0.0823197153	0.003534447772	0.05072911219	0.001715764085	0.08230411745	0.003534581637	4.316037275
109	5.027872841	0.008505450836	88734.60223	455.1049902	2.186023737	0.009889851143	1.031447697	0.0156176353	1.32930175	0.02240963733	0.04396714055	0.00480405633	0.04462825043	0.004854264615	8.75189029
110	5.034750042	0.008732738817	88356.54154	1091.116059	2.125789902	0.01024744687	1.140330743	0.02599172823	1.452106914	0.03302266295	0.0508219593	0.002731834407	0.05319501549	0.002852116592	6.122552327
111	5.006857183	0.01052281228	57895.98771	25049.45263	2.157097132	0.01841122975	0.977856879	0.03134130896	1.482513729	0.2583540413	2.785163625	0.1689631117	1.485238871	0.2350353543	4.816118127
112	5.015246729	0.009103934173	81086.32401	982.8287238	2.117293779	0.01469012477	0.6584313613	0.04068776694	0.7929371596	0.05991811163	0.1025409401	0.004184510816	0.09459977095	0.003646468121	4.000231573
113	5.054134177	0.008294600988	77461.91483	444.1577108	2.193971709	0.007479633657	0.3413971116	0.003940982899	0.4911034907	0.005159082528	0.3413564459	0.003940128917	0.2586729801	0.001854774236	4.654032755
114	4.97768212	0.01309467468	58758.77563	28116.03113	2.343085732	0.02052502328	1.190363838	0.01659146687	4.345121411	0.715670134	16.86993214	3.062830511	4.345125543	0.7143224316	6.129617034
115	5.017426712	0.008669199043	82400.61578	618.2787953	2.274683167	0.01062693304	0.4733341757	0.01087749437	0.7445372256	0.01560963113	0.4733149984	0.01087689915	0.3597978966	0.004349592533	6.15523621
116	5.031639254	0.009078044019	78055.91814	559.0166482	2.078018485	0.01173451891	0.4795265269	0.03401989356	0.5574023255	0.04187278395	0.09583607406	0.003901938558	0.08532143983	0.003126475066	3.691803588
117	5.046851746	0.009085295561	86623.01918	3359.525322	2.250251923	0.01073701283	1.076848549	0.02652691601	1.361299108	0.03299024363	0.0661567436	0.003777962621	0.0689268769	0.003944586184	7.304217517
118	5.028256042	0.00874463387	79151.13021	546.4590737	2.092959125	0.01117055064	0.4864170446	0.02735756966	0.5687600612	0.03482102986	0.06300277338	0.002573248454	0.05386594584	0.002102744744	2.324087651
119	5.01869783	0.009457856295	81604.00649	1340.572517	2.255738395	0.01711742048	0.6983279265	0.04591970496	0.8497548677	0.0727692521	0.07321172793	0.002864886925	0.06564737398	0.002473993954	2.061120315
120	5.031983688	0.009248299198	78780.38621	643.7681504	2.180367606	0.01145235429	0.4998452843	0.0336677052	0.5857548921	0.04299610702	0.07158507298	0.002594918655	0.05835239818	0.001964997092	4.583476905
121	5.033869285	0.009343769123	82600.99626	2057.103341	2.192575615	0.01955001683	0.8668345181	0.1034696654	0.9904032153	0.1476610072	0.1111660877	0.006708146419	0.1152130553	0.007114765033	12.20493093
122	5.025792768	0.009289119544	78137.1555	562.6842723	2.184507564	0.01112184826	0.4265837598	0.0271729088	0.5171894863	0.03428334797	0.08211195162	0.002828222082	0.06354212624	0.001884726239	2.819809573
123	5.045567374	0.008459091613	87162.83555	1054.310666	2.196218081	0.01115995467	0.9727160846	0.0305352448	1.195462243	0.04100397352	0.9709836305	0.03037831222	0.9711060341	0.0292097301	11.52269788
124	5.031996602	0.009318209718	77112.31328	451.688489	2.157753878	0.008577152648	0.2401394437	0.004567360915	0.3586922399	0.008937650818	0.2401216255	0.004567033912	0.1658123972	0.002947617268	7.152797959
125	5.035151548	0.008733071329	89846.77504	6271.776784	2.228588244	0.009990121235	1.007371621	0.01755144461	1.288266802	0.02426992395	0.05294645767	0.005508204949	0.05393248731	0.00559777813	11.06774163
126	5.020116761	0.009500226979	81588.45034	1252.357244	2.209237475	0.01569185436	0.8108770482	0.04248927473	0.9530103037	0.06824471511	0.0214288041	0.006053781759	0.02161553185	0.006078740006	9.560596835
127	5.076676376	0.00878120683	79194.46883	456.1414841	2.083271026	0.00662261478	0.2636213961	0.002568731862	0.3375054266	0.002577453894	0.2633282905	0.00256416845	0.2124131444	0.001391181533	14.77931408
128	5.04356489	0.009489781357	87578.3992	2095.075385	2.207904268	0.01155648234	1.259434857	0.03791803197	1.559685069	0.04338814684	0.04571975241	0.001272476345	0.05262501523	0.001443547436	6.20536352
129	5.046814519	0.009276991288	90162.19464	21477.50346	2.203478954	0.01166001598	1.28906936	0.04303229356	1.600765756	0.04958134642	0.052837697	0.001503859033	0.0592333284	0.001675527004	7.699589092
130	5.0290045	0.008535549663	76343.76773	437.3147739	2.159138853	0.006611540271	0.206952498	0.001943286121	0.3098155066	0.002347571821	0.20692839	0.001942994907	0.1415650374	0.0008813297335	8.122969366
131	5.03824373	0.009348854243	80229.2532	935.5796409	2.167941148	0.01413723493	0.7105723266	0.05468743388	0.7960805253	0.07262690694	0.04473659949	0.004812484757	0.04581564551	0.00491276024	8.722385976
132	5.065853492	0.009572024422	74937.18397	463.2815338	2.079197198	0.007934134725	0.1485277691	0.004156206192	0.1122813145	0.007037311474	0.07431431562	0.00132420228	0.1122876125	0.007093405618	7.942353026
133	5.033754726	0.009685531081	88978.93461	4016.275289	2.212478548	0.01169884407	1.23098386	0.03610353234	1.530836766	0.0414665926	0.05965997122	0.001706385938	0.06624485716	0.001893072054	8.72356765
134	5.02171309	0.009314160092	77118.40772	452.1960597	2.177455063	0.009588672109	0.3255543296	0.00808553324	0.4539327698	0.01322511675	0.3254915906	0.008082127159	0.2550275896	0.006562980011	10.8124638
135	5.01615617	0.009045277244	78846.66244	464.3726971	2.183509134	0.009393938773	0.3510040812	0.04434625962	0.4850577846	0.01322133213	0.3508984732	0.04433784353	0.2789946205	0.007007098539	9.495590539
136	5.029679656	0.008698697428	87579.34971	696.9937449	2.239924932	0.009698373097	0.910819419	0.01533293978	1.185756275	0.02207571347	0.08315149374	0.00717219737	0.08080522754	0.006937473224	9.837511961
