#Ch. # 	 t 	 E(t) 	 A_0 	 E(A_0) 	 t_p 	 E(t_p) 	 Chi2/DOF
0	5.064598805	0.009558512953	73878.02515	465.7123507	2.092993287	0.008732635068	4.698317315
1	5.067677097	0.00901663676	74136.05593	469.7798142	2.009264401	0.00798564729	6.17388596
2	5.053149587	0.009668994426	74134.49353	467.0708905	2.104875931	0.008854004977	3.615987525
3	5.056212796	0.009150213105	73638.43199	469.3873195	2.015653802	0.008109684933	8.101898332
4	5.063416674	0.009287848743	74273.27888	464.0202272	2.098206154	0.00861348998	4.779097027
5	5.051373461	0.009350775833	74191.57765	472.3666181	2.021705634	0.008201698551	3.370185632
6	5.066272866	0.009218369679	74640.03714	464.7866396	2.096131207	0.008556438287	2.919034366
7	5.058312025	0.009139275285	73951.08174	470.2809853	2.016020169	0.008100857396	2.754281599
8	5.072243222	0.008894296617	74388.31729	460.6652444	2.095990119	0.00840548956	3.984618285
9	5.057386991	0.009249788374	74144.10683	472.0485944	2.01187053	0.008106132384	4.868047567
10	5.055931753	0.009404943465	74306.80367	467.066591	2.083912347	0.008586097905	3.688988473
11	5.06676306	0.009129952632	73738.44811	466.1582711	2.043885273	0.008244087838	6.124380073
12	5.060229119	0.009358616709	74298.1338	466.5816513	2.078539996	0.008513092835	5.501303163
13	5.067465897	0.009163152349	73857.44052	467.6598902	2.032842394	0.008189270767	4.076801943
14	5.052593453	0.009510442011	74284.12595	467.8519567	2.085428104	0.008641824778	4.517462393
15	5.054495495	0.009288580192	74024.543	468.659278	2.046961385	0.00832713741	2.722177155
16	5.064460377	0.0092184788	74158.29622	465.2752644	2.074997071	0.008442751973	4.216744603
17	5.05466413	0.009375207244	73934.81768	469.6168143	2.046374773	0.008377515836	4.216115015
18	5.049502608	0.009548210466	74557.99066	469.1825288	2.09005088	0.008689909002	4.729169704
19	5.073423729	0.008911672404	73862.43595	465.8053718	2.027062475	0.008032748036	6.390398847
20	5.044619148	0.009650182158	73558.51482	467.6328053	2.077532929	0.008698063752	3.673435139
21	5.068247964	0.009281796991	72411.55945	464.4740933	2.021200327	0.008224027707	5.642594909
22	5.060944697	0.009178715428	73493.74393	464.246355	2.063685562	0.008399506442	5.256334571
23	5.065776625	0.009180375677	72330.22652	463.1700604	2.022518855	0.008175381791	4.719149725
24	5.059552038	0.00939163451	73245.21772	464.9305071	2.063700826	0.008494661797	4.674137469
25	5.057659686	0.009358655454	72431.92773	464.6618029	2.031422622	0.008310079897	3.637835744
26	5.063859797	0.009290190359	73719.31013	465.9719453	2.057657016	0.008387944775	3.357006496
27	5.06201644	0.008987967013	72490.1053	462.039958	2.030880102	0.008142348834	4.206303187
28	5.051631773	0.00938211915	74122.65066	467.7395803	2.071482284	0.008515013212	3.726407555
29	5.049109668	0.009545768094	72128.64421	465.3171729	2.037279832	0.008449801907	4.975680554
30	5.065102468	0.009019211818	73170.99372	466.501365	2.013847748	0.008056461124	4.491558163
31	5.055861776	0.009266458188	73838.1315	467.7034556	2.051804353	0.008379754049	2.92041933
32	5.063067126	0.009023905317	73457.56655	467.6706037	2.014829776	0.008058958863	3.379855337
33	5.047482087	0.009321682238	73982.26178	468.8979929	2.054428468	0.008405673418	7.413912053
34	5.068069926	0.008944426694	73834.12124	468.3178599	2.00855156	0.007960410028	3.484698801
35	5.056655784	0.009426216614	73813.86691	469.8285476	2.041883058	0.008374663206	9.058618491
36	5.063428887	0.009099194488	73740.76559	469.111112	2.009581638	0.008029817725	5.82121671
37	5.052528814	0.009202325237	73726.41029	467.1119465	2.049866829	0.008326980749	3.23100924
38	5.065460203	0.008804847876	74050.47897	467.6930411	2.015480252	0.00793401925	4.094123622
39	5.066565996	0.009030996569	74633.38281	469.1991818	2.036529782	0.008127879678	5.191620287
40	5.044573541	0.009599225984	74343.21818	472.5727198	2.050253387	0.008477338102	5.042322617
41	4.544849027	0.01000816818	72952.26702	449.5893342	2.229201946	0.008838171476	4.9115548
42	5.052559735	0.009318465883	74985.25023	471.868428	2.047892671	0.008307870783	7.687642462
43	4.56260541	0.01010313132	73358.71667	453.5597455	2.192958451	0.008654717408	7.402838131
44	5.055913103	0.009167392308	75212.55049	472.232483	2.044358111	0.008219441596	3.074391048
45	4.545428241	0.009924846879	73147.98975	450.2516679	2.220727442	0.008741064694	2.853158467
46	5.058467821	0.00910291984	75450.14106	472.4585151	2.043803877	0.008177239821	4.710750614
47	4.532869093	0.010063248	73443.05633	446.2137339	2.232297763	0.008914896698	6.641662488
48	5.056706592	0.009358534518	75065.49983	473.1441117	2.04180232	0.0082841538	4.185104341
49	4.54756394	0.01004511853	73415.62212	452.636623	2.216580883	0.008766993645	2.945153025
50	5.044082771	0.00975789053	75321.66382	474.5967562	2.086614039	0.008746264525	5.969226922
51	5.061555229	0.009542355024	73100.19527	463.4001314	2.08451381	0.008691063886	5.764323745
52	5.039281659	0.009698498903	75341.84045	473.5303797	2.093835869	0.00876204255	4.778056909
53	5.051877108	0.009830111261	74418.34931	472.2244006	2.080092706	0.008767511519	5.529680541
54	5.052628452	0.009441795762	75287.96463	471.1307154	2.084049942	0.008575943316	3.91063786
55	5.055509966	0.009522343219	74211.6525	468.053877	2.078543807	0.0086065377	4.374677422
56	5.052689884	0.009468851092	75698.02678	472.725607	2.081803404	0.008552714534	3.477445158
57	5.056460438	0.009534928895	73980.71824	467.0188804	2.081205363	0.008629492014	5.791686125
58	5.045703041	0.009577792375	75515.03827	472.6562223	2.093742646	0.008691561047	5.124956223
59	5.053046735	0.009614544646	73806.47683	466.9567741	2.081725497	0.008682775269	3.423676218
60	5.064389793	0.009537873061	71572.11036	460.2721538	2.052256306	0.008524175918	5.013550719
61	5.057486012	0.009590820706	72982.04591	463.7108664	2.083487003	0.008708200906	3.625333759
62	5.055306607	0.009584223326	71712.78977	461.0341991	2.061526302	0.008612887825	2.804523447
63	5.049728613	0.009725016983	73157.76914	465.6606332	2.08650077	0.008782131894	4.456570031
64	5.062952999	0.009204771292	72550.0797	460.8916365	2.059861465	0.008396021997	4.386087242
65	5.050035915	0.009732437202	73477.25338	467.3351907	2.083357756	0.008760488275	2.397015559
66	5.055250599	0.0094080723	72139.0187	461.2808111	2.061150793	0.00850946066	5.286735654
67	5.050505872	0.009448538682	73356.51105	463.7633713	2.090109612	0.008678829472	1.885524123
68	5.05389183	0.009636784423	71958.29071	462.7178548	2.061041505	0.008623121555	3.120934587
69	5.051572902	0.00953588664	73588.30626	465.7252705	2.08302627	0.008656578172	5.088381822
70	5.050482446	0.009604996404	74471.86355	471.1938524	2.070900138	0.008607861455	3.368817942
71	5.067194844	0.009352177753	73422.33387	463.220631	2.081144389	0.008580568658	5.830818839
72	5.053925242	0.009489140716	74464.63339	470.1440515	2.069310624	0.008540178973	3.182583755
73	5.055113111	0.009712410808	73314.06917	466.5410864	2.082423618	0.008755277413	6.653192968
74	5.054582782	0.009636474085	74753.03081	472.5575879	2.067517893	0.008585414674	4.504087301
75	5.066006088	0.009440192868	73748.45716	465.6546465	2.069682021	0.008511507233	3.694391598
76	5.051083272	0.009562766642	74901.43576	472.0906839	2.067510144	0.008534025013	7.57935729
77	5.052012131	0.00964914437	73926.98364	467.9436152	2.087580915	0.008743538768	4.624527811
78	5.058586897	0.00936018636	74599.9754	469.4126352	2.065228666	0.0084373955	2.539882204
79	5.063952249	0.009655652541	74179.72635	469.1821771	2.069799768	0.008608621713	3.204303815
80	5.064001697	0.009400973144	75771.28456	476.9961067	2.025448962	0.008176384983	8.810425832
81	5.071670164	0.009176078733	71484.3512	462.0913267	1.996444657	0.008056947864	3.944649607
82	5.05883607	0.009229485587	75632.02509	474.5937135	2.03651239	0.008175507912	3.913916018
83	5.065109505	0.009223449316	72103.52212	464.5414254	1.998702195	0.008056559877	6.354688244
84	5.054226895	0.009441784859	75197.40321	474.666196	2.042046588	0.008323075461	5.288745814
85	5.051725936	0.009310024594	72272.33703	464.9490764	2.016308744	0.008204706323	3.966185227
86	5.04960539	0.009196299697	75279.66939	472.0026676	2.059086388	0.008330460724	5.239922065
87	5.061376303	0.009228823255	71942.6389	463.9296406	2.007273329	0.008130650722	4.996742154
88	5.054227167	0.009377713014	75624.67696	475.4328382	2.042859729	0.008279142358	4.908832431
89	5.055719026	0.009334586715	72099.36377	464.7589856	2.014935435	0.008212017332	6.433945576
90	5.063817688	0.009236309497	73857.27163	466.9554351	2.048425623	0.008307570053	3.198590369
91	5.050703949	0.009345645627	74039.10443	470.0381578	2.039392752	0.008323615122	5.624335299
92	5.05335498	0.009458525235	74120.01844	469.7006767	2.054532468	0.008448283647	5.277022957
93	5.054799423	0.00926682687	74608.898	472.1779157	2.027359867	0.008173054627	4.891355275
94	5.043229514	0.009603992306	73302.07652	467.5274347	2.070836442	0.008652402875	4.499559497
95	5.043982315	0.009475505097	74200.77839	472.1230894	2.043360601	0.00839581202	3.9309636
96	5.050177895	0.009390601852	74042.12832	468.6053584	2.062781405	0.008468836697	6.705002744
97	5.042882695	0.009592414367	74335.96663	473.6636703	2.043335172	0.008441653634	4.849295507
98	5.056011604	0.00937703422	74076.26434	469.390262	2.048590168	0.008363707666	3.493468373
99	5.052943592	0.009238732681	74383.59897	470.5108353	2.037081009	0.008226796108	4.691243001
100	5.040664162	0.01004851468	72157.32393	466.3672801	2.078918138	0.008936282501	10.99598836
101	5.058029893	0.009319329952	73431.31887	467.4245664	2.045560435	0.008371595948	5.281827283
102	5.058337919	0.009572790423	72429.71598	463.5441841	2.060318234	0.008577811024	2.639187411
103	5.050851409	0.009465705056	73866.77372	470.4638153	2.04236761	0.008387112643	3.224801517
104	5.055997212	0.009607773635	72735.96582	464.4354284	2.073310492	0.008678143025	3.780111361
105	5.057335902	0.009196654704	73744.33971	467.5827278	2.039600819	0.00824868839	4.928986982
106	5.055983354	0.009641202612	72485.40251	464.33664	2.066137041	0.008649568658	4.753261778
107	5.045612145	0.009680548679	73995.57916	472.4851223	2.046235324	0.008495283177	5.051312271
108	5.064410611	0.009449363205	73246.7075	465.2287343	2.05727885	0.008457751334	5.482760235
109	5.054642841	0.009318234117	73945.50194	469.1754333	2.041059449	0.008304962229	3.429076481
110	5.059088197	0.009206614012	73630.45128	471.6390701	1.990374206	0.007987062249	4.964808191
111	5.052719893	0.009949897264	72369.9687	458.9366362	2.142010749	0.009269287769	4.976498827
112	5.048279471	0.009260425809	73646.12669	471.1444154	2.005317296	0.0080879571	4.539677331
113	5.067469976	0.009551294061	72324.86123	456.3899692	2.128065877	0.008984518764	4.142883968
114	5.047758686	0.009477493501	73448.22566	472.6878416	2.000753336	0.008166625847	4.596507108
115	5.051801192	0.009913996857	72744.56288	460.2250275	2.138957384	0.009209775683	6.595737399
116	5.051782094	0.009147833239	73291.32302	469.1975519	2.006478619	0.008069177223	5.24184992
117	5.061457377	0.009787610609	72185.84948	457.6459809	2.125384293	0.009065226522	5.272785107
118	5.05652688	0.009020561722	74229.12029	471.5414873	2.006017326	0.007986255453	6.919895783
119	5.043525181	0.01000061778	72911.94351	461.2886788	2.146883126	0.009286000059	4.417983719
120	5.045330373	0.009768715285	73554.5497	465.5270918	2.118056213	0.00900500746	9.650977489
121	5.053933313	0.009704892768	74842.5845	470.2593083	2.101519576	0.008827447572	2.500766755
122	5.041105985	0.009914519173	72847.59713	464.4396073	2.116857149	0.009086927263	6.816049953
123	5.05763958	0.009632497048	74817.84572	470.3741855	2.090558811	0.008719266226	4.411799764
124	5.03686566	0.010027662	73044.39548	466.2900629	2.116373964	0.009122697214	6.776521466
125	5.054669438	0.009613876079	74872.37961	469.9919783	2.094502266	0.008725357161	4.114323196
126	5.042653878	0.01005462072	73160.98103	466.9331686	2.108195218	0.009077274425	6.506786002
127	5.047757195	0.009672900944	75466.4492	472.4965575	2.101036465	0.008779006484	5.82325816
128	5.052269539	0.009833155871	72981.99934	464.5564219	2.097286323	0.008891022269	3.43288746
129	5.060541465	0.009540028496	75135.17012	470.9957104	2.086782126	0.008643532811	6.227280838
130	5.04087568	0.009985999511	72865.15847	464.9155324	2.111548323	0.009063351017	6.055733534
131	5.054200301	0.009615293624	74317.89167	467.7048436	2.095640653	0.00874815481	3.662765478
132	5.048223906	0.009927769172	73151.96262	466.5192472	2.096989231	0.008940047791	7.167998644
133	5.046878226	0.01004979683	74149.13216	472.0183834	2.094946753	0.008970513857	8.05090061
134	5.042387671	0.01008912413	72656.89991	465.5369468	2.106556771	0.009099625774	6.118428227
135	5.040909336	0.009856507156	74217.19132	469.4281962	2.105211887	0.008929909122	5.681533433
136	5.051840993	0.009817936968	72982.79147	464.1904576	2.098355538	0.00889698183	5.524177721
137	5.052079146	0.009731336227	73992.45878	468.3046968	2.093930669	0.008818641753	6.16419841
138	5.047591834	0.01012022483	72394.82847	465.3683825	2.100007714	0.009085834385	8.271734168
139	5.053273363	0.009582752792	74113.57552	466.7814164	2.094907484	0.008738056567	2.792241506
140	5.050518523	0.009812667029	73010.57428	467.4553066	2.071581721	0.008739177497	5.066095801
141	5.055975223	0.00973144911	73579.79969	469.3107243	2.059312295	0.008593957688	5.433925432
142	5.037775431	0.009908398124	73431.39339	469.3267895	2.085060032	0.00886341385	8.754570639
143	5.042069244	0.00982035157	74253.78698	472.5271996	2.075405453	0.008744684975	7.915117886
144	5.043729978	0.009770984837	73570.38995	468.8871535	2.078487528	0.008748643714	5.312078363
145	5.041955747	0.009730640809	74026.72371	470.4675346	2.077696522	0.008715752531	5.910704419
146	5.034177199	0.0100219635	73473.19855	470.8499955	2.0850807	0.008923108667	6.33825453
147	5.04673325	0.009655543095	74046.80316	470.224311	2.072211207	0.00864884812	6.702630465
148	5.050680109	0.009797589072	73426.06756	469.3206487	2.06459885	0.008667050366	5.631736245
149	5.049106676	0.009603890779	74277.8819	470.5465131	2.068798157	0.008585003198	4.659819475
150	5.046693894	0.009831543396	72367.32414	466.7735924	2.059722322	0.008710080886	5.211478365
151	5.058084189	0.009892055367	70405.86861	456.7871618	2.082162285	0.008918824241	4.394420298
152	5.048792909	0.009909196013	72199.58678	467.0570325	2.055826172	0.00872601093	7.254547143
153	5.048290443	0.0100857721	70847.88404	459.7220228	2.090847188	0.009045761639	4.193870143
154	5.046301366	0.009818886723	72219.34308	465.8798016	2.061366445	0.008716271382	4.533551165
155	5.058378376	0.009867275512	70963.17639	458.4075446	2.083554596	0.008891555224	4.543506548
156	5.033216873	0.01002540834	72024.0822	466.2378934	2.074252837	0.008890999403	7.384375326
157	5.04426416	0.01012751506	70608.30567	459.1300588	2.09372735	0.009095428445	7.810427976
158	5.051779435	0.00970557238	72461.75137	465.9706155	2.055689856	0.00861641982	4.193214769
159	5.051490386	0.01009383238	70859.52691	460.3990042	2.080651894	0.008977292244	4.058737129
160	5.063675285	0.009333383196	72262.42449	463.36539	2.033624237	0.008319423246	4.008437166
161	5.069619016	0.00925065028	72241.18524	463.7650609	2.016225937	0.008180118759	3.331207636
162	5.057262567	0.00958756626	72307.8376	465.6383336	2.034287394	0.008429210876	5.594106034
163	5.074613276	0.008945604257	72945.72328	464.2389204	2.007525708	0.00795612726	5.372104276
164	5.059963492	0.009487254579	72130.10158	464.322737	2.025658808	0.008321527138	5.284038161
165	5.074687723	0.008594700609	73151.56547	461.9979789	2.016986734	0.007864295436	8.200167878
166	5.045198873	0.00967304923	72603.82826	467.6257166	2.042841643	0.008516668427	4.917091339
167	5.073195895	0.008908933928	72042.3691	460.2506695	2.017603271	0.008034454551	7.591775733
168	5.044418543	0.009344720399	72447.19155	463.327661	2.052606871	0.008428675626	5.901212491
169	5.052812156	0.009530059097	72072.84107	465.4801426	2.024938502	0.008358537855	3.456718993
170	5.069666546	0.0090101154	73252.48378	461.5920248	2.060842947	0.008300394587	5.777135328
171	5.059165203	0.009562795452	71638.99322	459.9401357	2.068072259	0.00864930947	3.382396352
172	5.053924287	0.009234051673	73295.32541	463.494978	2.07133373	0.008473935981	5.30875902
173	5.063946871	0.009374277462	72054.24982	460.1795227	2.061441343	0.008495517736	4.935882897
174	5.060714889	0.009332720475	73387.85243	465.2783799	2.059336916	0.008436220609	3.571097388
175	5.058841418	0.009323496543	72105.69462	459.3246484	2.071927693	0.008540984078	3.53921957
176	5.068319219	0.009032257829	73597.665	463.9626873	2.049292273	0.008218734721	5.528374809
177	5.064021686	0.009587927571	71907.00778	460.9254197	2.063368361	0.008602859386	5.368557653
178	5.060024079	0.009194696316	73645.12866	465.0042378	2.061179828	0.008375410224	7.119505701
179	5.055144633	0.009623740441	72356.16851	463.257797	2.06837112	0.008644367667	3.236135244
180	5.061624013	0.009419501145	72952.66175	463.7811639	2.065933285	0.008528801927	4.688775317
181	5.066547498	0.009370673115	73033.90153	462.8694529	2.070494974	0.00852529869	7.107916156
182	5.06117071	0.009338557017	73615.43494	465.5925288	2.065182121	0.008464558641	4.20930088
183	5.062015246	0.009333968519	72919.8121	462.045682	2.072578428	0.00851641871	6.889117086
184	5.0628943	0.009224795856	73559.36707	463.5424198	2.074455484	0.008475417525	3.188075172
185	5.065615315	0.009260411271	72732.26006	460.3987012	2.075750603	0.008515224378	6.879024235
186	5.070268543	0.009000804995	73587.16918	461.8322268	2.06743494	0.008315154689	6.637819529
187	5.066402571	0.009206258995	73000.36689	461.2760209	2.069528876	0.008432405582	7.217033117
188	5.054935044	0.009640778658	73869.36059	468.7946577	2.070202108	0.008614320024	8.399626462
189	5.071606567	0.008971379022	73129.49877	459.1512987	2.073291796	0.008342719196	3.850781218
190	5.051311564	0.009300313963	74426.17297	470.9196949	2.046102083	0.008331917507	6.298257496
191	5.074386911	0.008894555253	74175.68262	463.9000835	2.061014967	0.008232362274	3.997777481
192	5.059248973	0.00916470391	74383.08927	469.6876372	2.040718718	0.008232855385	7.540458292
193	5.072658078	0.008965858097	74398.97534	465.7137125	2.052498548	0.008183550429	6.043134472
194	5.061520033	0.009089083939	74898.284	471.2579043	2.03485819	0.008144764258	7.668358956
195	5.065310941	0.009187036979	74638.61214	468.2722877	2.059354313	0.008324112725	7.151798209
196	5.062842155	0.009055133081	74585.8141	469.6728526	2.03689596	0.008153663111	4.148794934
197	5.069026031	0.009031727731	74847.90635	467.7934096	2.055739317	0.008220512893	9.207040244
198	5.057117955	0.009057580471	74965.07874	470.5271081	2.045484028	0.008193712151	3.373721308
199	5.060533479	0.009144414187	73981.43286	465.3474085	2.066636387	0.008380586315	4.623064544
200	5.052022931	0.009501780798	72185.97521	465.9649033	2.027623164	0.008376948562	4.775888417
201	5.058091577	0.009539964742	73722.83529	467.8072298	2.070446324	0.008602051452	5.048777494
202	5.074353017	0.009131404403	72230.55752	463.1292572	2.001362262	0.008009694272	6.84848814
203	5.045173688	0.009666585517	74262.10631	470.9114229	2.07664745	0.008682095374	5.314358435
204	5.055011914	0.009147582448	72430.15007	463.9136475	2.02912345	0.008224158681	6.569947712
205	5.054029988	0.009454190585	73771.17812	467.1040803	2.065855017	0.008510187654	5.053968336
206	5.06169532	0.009244302995	72419.30861	464.7661018	2.017700113	0.008179680019	3.985098891
207	5.052497373	0.009551231492	73686.51333	467.7455357	2.071384311	0.008605065096	5.259154011
208	5.05872533	0.009435544885	71662.39229	463.0597434	2.017556829	0.008270297659	3.852777458
209	5.059645887	0.009150236153	74105.16946	465.8537807	2.065915994	0.008368859071	5.431849571
210	5.05625131	0.009335538616	72153.83304	467.1323368	1.992362719	0.008092882144	4.71186423
211	5.055019982	0.009570009779	73754.27798	471.9110912	2.027723952	0.008349172629	6.849434168
212	5.063488691	0.009174154581	72390.93006	466.6554049	1.990094124	0.00800736113	3.357113542
213	5.049215778	0.009540331524	73453.751	470.7155333	2.034389867	0.008401554569	6.085368085
214	5.059660831	0.009217220784	72306.50761	466.4836437	1.992995792	0.008036624579	4.799244136
215	5.044326958	0.009415599484	73718.66557	469.8302878	2.04577471	0.008405834136	2.443222957
216	5.062374994	0.009015543702	72238.12779	464.9578625	1.993554814	0.007960789093	5.061240425
217	5.064823741	0.009042872305	73533.47872	466.7866012	2.025621058	0.008115946547	6.16951511
218	5.048652939	0.009486495826	72621.87046	469.730628	2.000982466	0.008198645992	4.207188065
219	5.055227192	0.009237375408	73706.02898	468.7140203	2.030773304	0.008228364892	3.435467563
220	5.058742147	0.009670413657	74050.29934	468.0264911	2.086992116	0.008730497171	6.0892486
221	5.05550015	0.009575811827	73334.17363	469.4540401	2.041200988	0.008454775092	4.776466489
222	5.05562508	0.009500603735	74445.12549	466.8312153	2.098039058	0.00870782257	3.51634001
223	5.065043978	0.009229505776	73517.15774	466.9867305	2.031409772	0.008210640857	2.891899967
224	5.059772389	0.009517362904	74217.57887	466.3271528	2.094143008	0.00869583429	2.467612624
225	5.050120813	0.009681767997	73738.89929	472.046225	2.03731208	0.008447954248	7.010057681
226	5.048179917	0.009832154725	73617.8072	466.7651635	2.106051274	0.008953986547	6.629710438
227	5.062438412	0.009281633513	73363.81559	467.3932369	2.027217269	0.00821528774	4.186838686
228	5.053394474	0.009574425678	74510.82144	467.2870091	2.105137	0.008783987175	3.536868294
229	5.054556585	0.009431587728	73498.81278	468.8186822	2.04139425	0.008378098967	4.873097221
230	5.060804168	0.009166635286	74268.5334	468.0095725	2.051972366	0.008295896101	3.96684801
231	5.068545084	0.0094646772	72519.6116	461.1013289	2.076241257	0.008621780086	4.580608136
232	5.049750551	0.009664179738	73146.49172	468.0635548	2.057795437	0.008588740099	6.505080188
233	5.05006038	0.009970989814	72343.32366	465.229401	2.084453277	0.008919892196	4.604315087
234	5.054997384	0.009462472177	73840.80115	468.9005916	2.052692202	0.008444108893	5.940275564
235	5.069915376	0.009239787516	73006.72153	460.9832539	2.074128739	0.008480252036	5.723078417
236	5.052080084	0.009561131982	73391.76272	467.9578902	2.056175052	0.008518628697	5.22079501
237	5.072637484	0.009288887337	72692.1321	460.7637776	2.06787043	0.008479739256	5.818504636
238	5.061296283	0.009314286292	74146.25638	468.7461815	2.050507848	0.008346705085	8.087469717
239	5.065308925	0.009745166051	72592.73115	464.7565426	2.068535021	0.008702568553	4.571613344
240	5.058579248	0.01006371513	71440.97842	464.5647095	2.058348491	0.008824967586	5.128233481
241	5.074453651	0.009168337298	72797.93142	465.7017311	2.004186648	0.00804780945	4.456248122
242	5.049562213	0.009862665889	71704.71382	463.0259932	2.071717881	0.008808762719	3.274921702
243	5.054360083	0.009420819566	72463.64585	466.7836146	2.019102052	0.008275253313	5.957707362
244	5.051977557	0.009803907489	71491.2478	461.59427	2.070148503	0.008776170924	3.375453373
245	5.063205284	0.009233129626	72950.86562	467.0195365	2.007860617	0.008090303291	4.76548671
246	5.05989725	0.009652881129	71701.55331	461.3636231	2.063436065	0.008657382023	6.173255259
247	5.05677946	0.009301599105	72682.97698	466.3717951	2.018280403	0.008202074049	5.489093224
248	5.058872436	0.009658430655	71972.38852	461.7684316	2.067798211	0.008672658125	2.071430191
249	5.060882532	0.009420168589	72788.10965	468.0508062	2.009761935	0.008198709674	4.045666783
250	5.051939438	0.009343216677	74927.02166	472.6425749	2.042415416	0.008300133096	2.929683984
251	5.061942584	0.009453213503	72801.99815	466.3890436	2.033008771	0.00835304217	7.20106354
252	5.060455465	0.00916184607	74867.61769	471.4941599	2.038131727	0.00819898638	3.740011148
253	5.057570439	0.009487754502	73109.57448	467.8671516	2.035780212	0.008372901813	5.286091063
254	5.044826888	0.009635904198	74455.05904	473.8128665	2.051169026	0.008510571434	4.474415308
255	5.067244087	0.009054358155	73382.62433	465.5517707	2.027561277	0.008115201117	3.78668717
256	5.06532348	0.009301807757	74980.8614	473.447956	2.023905385	0.008157934216	4.434883312
257	5.057827194	0.00953188306	72984.09512	467.8521378	2.038339268	0.00842328489	4.131110061
258	5.049225456	0.009583632557	74687.91005	474.424183	2.037506118	0.008366855001	7.500144588
259	5.062137657	0.009309168771	73137.85002	467.2800995	2.024485817	0.008231400186	4.390776528
260	5.040383422	0.01006147591	74388.95776	473.0122709	2.098814178	0.008998233978	7.302631908
261	5.058557305	0.009583592935	72575.29404	469.5723641	2.002523884	0.008245310874	6.286623944
262	5.056440068	0.009616294481	74820.62635	470.9578978	2.085347107	0.008687466542	4.86969334
263	5.055499501	0.009353715633	72841.56202	468.4546383	2.011639892	0.008200180152	6.849738687
264	5.063152328	0.009256674689	75135.33866	468.7414707	2.080046621	0.008463397413	4.305829293
265	5.051375425	0.009438665229	72984.92982	469.6135477	2.009885249	0.008210419343	5.338069432
266	5.052958311	0.009669332343	74743.75854	471.3972336	2.082543972	0.008692874547	3.384781787
267	5.060140558	0.009271167881	72684.06152	467.1268526	2.003477153	0.008102626124	3.090400144
268	5.060198018	0.009589111732	75025.44794	471.8271138	2.073874542	0.008575764336	4.256131898
269	5.069051563	0.00917864445	73223.84131	468.7934009	1.986550792	0.007921095233	7.142677656
270	5.056404465	0.009884615864	73107.18133	464.5789973	2.10580205	0.008984637669	3.121135659
271	5.064722291	0.009301374253	73477.89254	464.9543883	2.064492311	0.008465709918	8.078435041
272	5.054281492	0.00977390298	73715.31135	465.510283	2.110114377	0.008938146142	4.329247225
273	5.054344122	0.00972532172	73893.70429	470.6997356	2.061508393	0.008612382844	4.692777229
274	5.068570605	0.009371301272	73547.87573	461.5143483	2.101068559	0.00869373199	4.376252534
275	5.057116915	0.009465330996	74327.18846	470.1395908	2.062561633	0.008499915129	7.048072434
276	5.057161003	0.009789670094	73176.40253	463.8750181	2.108972199	0.008959210957	3.676533487
277	5.061803256	0.009519688102	73674.23549	467.7243001	2.057105518	0.008486359105	6.132169657
278	5.057664758	0.009704335903	73149.33192	462.6667282	2.110530417	0.008923254976	6.388185035
279	5.065444573	0.009264218591	74314.47945	467.5792162	2.060257916	0.008373269406	6.946426104
280	5.051831136	0.0093408717	74270.9018	471.1951747	2.037369989	0.008292411389	10.30668331
281	5.054530604	0.009282699003	72299.74161	464.1889251	2.030404108	0.008288266337	3.983446379
282	5.037447088	0.009598087134	73527.48721	470.0388101	2.052884989	0.008525977122	3.732999899
283	5.055339778	0.009359903745	72913.42797	467.5679458	2.017134907	0.008210987432	6.350979154
284	5.058854653	0.009256940702	74226.07312	470.542715	2.031826633	0.008222677482	5.887327563
285	5.048029076	0.009365118439	72732.09616	466.6793053	2.026409649	0.008274626586	9.090985425
286	5.045447313	0.00933679358	74254.05746	470.069019	2.051936641	0.008384960556	7.228824265
287	5.052395442	0.009373956443	73116.93733	468.4027655	2.019520148	0.008220595197	7.827876517
288	5.058803532	0.009109426053	73938.24171	467.2303575	2.044121601	0.008234987823	4.208341141
289	5.051732122	0.009555743147	73032.25347	469.913452	2.01453511	0.008268866568	9.731838821
290	5.056887977	0.00957096288	73271.06978	467.1644069	2.055383972	0.008523909902	7.552077647
291	5.053968184	0.009498389004	71784.54389	461.2938564	2.056089508	0.008535852012	6.930049818
292	5.051277388	0.009683273872	73052.26598	467.3759419	2.062423706	0.00863694749	8.120712696
293	5.057260338	0.009446686152	72358.72371	464.1470785	2.041820724	0.008410665532	8.502104152
294	5.049716657	0.009555476326	73359.71048	466.969156	2.065822057	0.008580984472	4.456633562
295	5.052644215	0.009428084549	72249.11551	463.6314567	2.047015901	0.008448826572	6.83368608
296	5.052944353	0.009538047468	73228.93936	466.5952421	2.058005598	0.008521599569	2.961037518
297	5.058847299	0.009421905175	72579.35465	464.992583	2.036858815	0.008357975225	5.237865954
298	5.049398577	0.009740779373	73469.91753	469.2427844	2.060375437	0.008618347665	6.432433848
299	5.049015713	0.009464717406	72498.37468	464.8038984	2.043091423	0.008409256075	7.22199478
300	5.054709206	0.009973103856	71550.38837	456.2178472	2.136331175	0.009254272908	5.40519919
301	5.04848708	0.00976329939	73776.73147	467.8862236	2.092322178	0.008820051956	7.801674799
302	5.058837815	0.009840395735	71282.30232	455.157995	2.132598009	0.009172401422	6.271566335
303	5.04420317	0.009795933761	73938.01227	469.5623683	2.087856775	0.008809836103	6.507014943
