1	1
13	1
39	1
44	1
49	1
68	1
72	1
77	1
78	1
87	1
91	1
95	1
103	1
113	1
115	1
123	1
127	1
130	1
137	1
138	1
139	1
140	1
147	1
150	1
154	1
158	1
159	1
173	1
224	1
232	1
253	1
274	1
287	1
291	1
292	1
296	1
298	1
299	1
300	1
308	1
328	1
333	1
340	1
352	1
359	1
364	1
365	1
366	1
371	1
389	1
394	1
395	1
402	1
407	1
411	1
414	1
415	1
418	1
424	1
429	1
441	1
444	1
448	1
451	1
475	1
482	1
483	1
494	1
495	1
497	1
498	1
504	1
512	1
526	1
527	1
533	1
535	1
537	1
558	1
561	3
563	1
564	1
565	1
566	1
568	1
571	1
573	1
576	1
580	1
582	1
596	1
605	1
609	1
657	1
660	1
663	1
665	1
666	1
668	1
674	1
675	1
678	1
681	1
689	1
691	1
694	1
696	1
697	1
698	1
700	1
709	1
734	1
735	1
742	1
751	1
756	1
760	1
761	1
770	1
771	1
773	1
775	1
777	1
778	1
780	1
784	1
793	1
794	1
797	1
801	1
805	1
811	1
814	1
815	1
818	1
822	1
824	1
827	1
828	1
833	1
838	1
846	1
851	1
852	1
855	1
858	1
861	1
872	1
876	1
882	1
886	1
892	1
895	1
898	1
911	1
912	1
914	1
929	1
931	1
941	1
948	1
950	1
954	1
958	1
960	1
964	1
969	1
970	1
978	1
983	1
985	1
987	1
988	1
993	1
996	1
1002	1
1003	1
1006	1
1012	1
1018	1
1023	1
1025	1
1026	1
1035	1
1039	1
1041	1
1046	1
1048	1
1049	1
1053	1
1056	1
1057	1
1058	1
1060	1
1066	1
1067	1
1071	1
1074	1
1076	1
1078	1
1079	1
1081	1
1082	1
1084	1
1086	1
1087	1
1090	1
1093	1
1094	1
1097	1
1101	1
1105	1
1113	1
1114	1
1117	1
1118	1
1122	1
1127	1
1132	1
1144	1
1146	1
1161	1
1167	1
1173	1
1178	1
1183	1
1190	1
1191	1
1194	1
1199	1
1201	1
1204	1
1208	1
1211	1
1215	1
1219	1
1222	1
1227	1
1231	1
1238	1
1243	1
1248	1
1251	1
1264	1
1268	1
1270	1
1272	1
1273	1
1280	3
1283	1
1286	1
1288	1
1299	1
1304	1
1308	1
1309	1
1320	1
1324	1
1327	1
1328	1
1330	1
1333	1
1336	1
1341	1
1342	1
